monthly_availability,projected_monthly_income,room_types
7,3750,apartment
27,2100,room
2,3240,apartment
28,10650,apartment
5,15750,apartment
27,19500,apartment
0,8400,apartment
0,4650,apartment
0,3510,apartment
14,1890,room
6,4470,apartment
4,2850,apartment
0,1320,room
13,6960,apartment
5,3330,apartment
28,6840,apartment
0,1410,room
27,5400,apartment
14,2970,room
14,1830,room
26,7320,apartment
4,2400,apartment
8,15000,apartment
0,5400,apartment
7,8850,apartment
0,9000,apartment
13,2760,room
0,3750,apartment
30,30000,apartment
0,8970,apartment
6,3270,room
4,5370,apartment
0,6000,apartment
13,2250,room
8,9750,apartment
26,2850,apartment
0,4170,apartment
0,15000,apartment
20,5370,apartment
0,1200,room
11,6750,apartment
22,2970,apartment
25,4740,apartment
24,4680,apartment
30,1650,apartment
1,17910,apartment
26,20850,apartment
0,2070,apartment
28,2970,apartment
29,2970,apartment
14,26850,apartment
0,3000,apartment
13,2670,apartment
0,5550,apartment
26,8250,apartment
26,2970,apartment
5,2250,room
0,2370,room
5,2820,apartment
0,1650,room
0,2700,apartment
14,2250,apartment
2,3000,apartment
29,9060,apartment
0,11970,apartment
29,9750,apartment
28,3750,apartment
0,5250,apartment
29,1650,apartment
24,13800,apartment
8,4080,apartment
0,3000,apartment
29,2670,apartment
30,6000,room
3,5520,apartment
0,2970,room
0,2850,apartment
26,29970,apartment
14,5550,apartment
6,32850,apartment
10,3000,apartment
27,5400,apartment
0,3600,room
0,6750,apartment
3,7050,apartment
30,3600,room
30,2670,apartment
0,6000,apartment
14,2100,apartment
1,3330,apartment
0,8970,apartment
18,13770,apartment
21,2970,apartment
0,4500,room
0,2550,room
7,2970,apartment
9,2970,apartment
0,1650,apartment
0,9000,apartment
3,6750,apartment
19,4200,apartment
6,5550,apartment
7,2700,apartment
18,6270,apartment
22,1800,room
7,15000,room
29,20970,apartment
0,2250,room
28,13500,apartment
29,4950,apartment
26,11250,apartment
0,1800,room
30,25500,apartment
0,4200,apartment
17,2370,apartment
23,18240,apartment
5,2580,apartment
18,11850,apartment
14,10500,apartment
9,13500,apartment
9,13200,apartment
4,5670,apartment
6,5070,apartment
10,4500,apartment
0,1470,room
27,1470,room
14,5250,apartment
0,3300,apartment
0,30000,apartment
6,2940,apartment
0,5850,apartment
9,5850,apartment
0,4980,room
0,1710,room
13,3750,apartment
0,14970,apartment
25,14970,apartment
4,1560,room
29,1740,room
20,2970,apartment
0,2550,apartment
6,6000,room
1,4500,apartment
0,5400,apartment
0,4500,apartment
13,1050,room
24,8970,apartment
5,3600,apartment
13,1950,room
5,4800,room
19,1950,room
12,7500,apartment
0,21000,apartment
0,13500,apartment
0,5070,apartment
5,2250,room
0,1260,room
0,2400,room
21,7500,apartment
9,27750,apartment
0,9750,apartment
0,5970,apartment
0,7500,apartment
0,6750,apartment
29,1500,room
3,8700,apartment
27,3750,apartment
29,20850,apartment
0,4500,apartment
0,5970,apartment
6,1470,room
22,2850,apartment
23,16500,apartment
12,4650,apartment
29,3750,room
29,6600,room
11,2400,apartment
4,1770,room
4,2250,apartment
0,12000,apartment
0,7500,apartment
6,8250,apartment
2,3450,apartment
30,9000,apartment
0,3360,apartment
0,5400,apartment
7,1500,room
26,3420,apartment
0,1470,room
27,4500,apartment
0,2940,apartment
18,5850,room
5,29850,apartment
6,7500,apartment
0,4500,apartment
26,14970,apartment
12,16500,apartment
19,16470,apartment
0,6600,apartment
8,3600,apartment
0,6600,apartment
0,2250,apartment
0,2970,apartment
6,870,room
29,1950,room
7,3750,apartment
9,7500,apartment
29,2550,apartment
7,9000,room
13,6000,apartment
25,23850,apartment
14,11970,apartment
14,1350,room
14,1740,room
5,3870,apartment
0,3000,apartment
2,3180,apartment
13,6000,apartment
2,7500,apartment
9,4200,apartment
0,29970,apartment
0,29970,apartment
14,3600,apartment
0,29970,apartment
0,29970,apartment
0,29970,apartment
0,29970,apartment
5,1770,room
0,7500,apartment
0,11640,apartment
7,1650,room
0,4110,apartment
2,3300,apartment
19,8370,apartment
0,11970,apartment
1,7500,apartment
4,13470,apartment
0,7500,room
10,3300,apartment
18,11580,apartment
0,3000,apartment
0,900,room
6,90000,apartment
13,2070,room
20,4200,apartment
7,15000,room
5,3450,apartment
14,4950,apartment
8,12000,apartment
0,2010,room
0,3000,room
0,5850,apartment
0,1500,room
0,2250,room
0,2370,room
0,5400,room
29,8100,apartment
2,3000,room
6,13500,apartment
0,1500,room
6,9000,apartment
1,9750,apartment
0,4500,room
0,1050,room
0,3750,apartment
2,2910,apartment
5,2250,room
0,1200,room
0,3000,room
0,7500,room
19,2550,apartment
22,2550,room
6,5370,apartment
14,4350,apartment
7,5070,apartment
24,1260,room
13,4500,apartment
14,5070,apartment
0,7500,apartment
6,1440,room
6,1500,room
23,32490,apartment
28,11550,apartment
0,1350,room
0,2400,apartment
5,1440,room
5,1440,room
0,1950,room
10,2820,apartment
0,1290,room
28,11850,apartment
4,2340,apartment
0,3750,apartment
6,1860,room
7,7500,apartment
20,4200,apartment
4,3000,apartment
0,7500,apartment
0,2250,room
11,5400,apartment
3,12750,apartment
0,7500,room
28,3000,apartment
0,5100,apartment
19,10200,apartment
0,1650,room
13,3870,apartment
12,2250,apartment
0,6000,apartment
4,1650,room
22,7500,apartment
14,2160,room
1,5700,apartment
0,4500,apartment
6,4500,room
7,2100,room
14,4500,apartment
0,6000,apartment
28,1200,room
28,2670,apartment
7,2370,apartment
7,2040,room
1,6960,room
1,1140,room
0,1500,apartment
0,12000,apartment
2,5850,apartment
24,5250,apartment
19,15000,apartment
4,3900,apartment
5,2100,apartment
7,3750,room
8,4020,apartment
0,2250,room
0,2100,room
0,5970,apartment
1,2280,apartment
14,900,room
16,2700,apartment
8,4500,apartment
27,7500,apartment
14,3900,room
0,2850,apartment
5,2700,room
4,6750,room
3,4020,apartment
3,4020,apartment
1,3450,apartment
9,2850,apartment
11,10500,apartment
20,2100,apartment
6,3570,apartment
21,2550,apartment
0,3600,room
6,4350,apartment
0,2700,room
12,1710,apartment
0,6000,apartment
6,6750,apartment
2,3750,apartment
24,17970,apartment
0,54000,apartment
0,2160,room
3,2580,room
0,54000,apartment
0,4500,apartment
13,2010,apartment
29,4500,room
1,3600,apartment
9,2910,apartment
24,16500,apartment
14,4500,room
21,8970,apartment
10,1200,room
14,4950,apartment
0,3000,apartment
0,1950,room
28,1350,room
6,2970,apartment
14,5970,room
0,1800,room
0,5100,apartment
5,2100,apartment
0,2400,room
12,5370,apartment
8,5850,apartment
22,3450,apartment
14,17250,apartment
13,3600,apartment
22,5250,room
11,1650,room
0,4500,room
0,6600,apartment
23,1860,apartment
0,1950,room
6,5250,apartment
5,1500,room
28,2850,apartment
0,8130,apartment
14,2160,room
11,2400,room
0,1710,room
4,2850,room
0,12000,apartment
27,20250,apartment
12,16200,apartment
0,4500,apartment
0,1950,room
0,4950,apartment
0,4500,apartment
5,7500,apartment
0,4770,room
7,10500,room
12,2850,apartment
0,2100,apartment
12,4350,apartment
4,4500,room
2,2970,apartment
0,2940,room
6,14850,apartment
20,6000,apartment
6,4500,apartment
28,15000,room
28,9690,apartment
6,6000,apartment
3,13500,apartment
0,3930,apartment
16,2250,room
28,1500,room
28,1500,room
14,6000,room
24,23640,apartment
24,1020,room
29,2670,apartment
6,6600,apartment
6,2670,apartment
7,3600,room
10,7500,apartment
0,18750,apartment
10,1950,room
4,2670,apartment
30,6570,room
3,10200,apartment
7,6000,room
28,2550,room
0,10500,apartment
0,2250,apartment
30,12000,apartment
5,1650,room
0,2250,apartment
0,21000,apartment
0,7500,apartment
0,5970,apartment
1,3600,apartment
0,1590,room
0,9000,apartment
0,9750,apartment
0,10500,apartment
14,5070,apartment
28,4500,room
26,4800,apartment
0,2550,apartment
29,1230,room
0,2250,apartment
0,2250,apartment
0,2250,apartment
0,2250,apartment
0,1500,apartment
0,2550,apartment
0,1500,apartment
0,2700,room
23,4500,room
4,2010,room
0,6300,apartment
0,3000,apartment
0,3300,apartment
6,1770,apartment
0,2550,room
7,3750,room
0,4500,room
5,3570,apartment
0,7500,room
4,10770,apartment
3,22500,apartment
30,18000,apartment
19,2250,room
16,6720,apartment
15,1620,room
3,6000,apartment
19,2370,room
13,2550,room
1,2550,room
0,8250,apartment
5,1500,room
14,3600,room
10,2700,apartment
0,4500,apartment
11,4500,apartment
0,2100,apartment
0,8250,apartment
0,3270,room
11,3450,apartment
0,1350,room
0,1350,room
0,8850,apartment
7,6150,apartment
26,7470,apartment
0,1800,room
0,2550,room
29,2820,apartment
24,6600,apartment
30,15000,room
30,7500,apartment
13,4500,apartment
24,23850,apartment
12,3870,apartment
3,20070,apartment
0,1350,room
28,30000,apartment
0,3000,apartment
4,1950,room
10,6000,apartment
23,6000,apartment
4,30000,apartment
23,11400,apartment
29,4500,apartment
28,2370,room
21,2700,apartment
14,4500,room
29,1560,room
21,26850,apartment
27,26850,apartment
0,9000,apartment
15,8970,room
7,8670,room
0,1950,apartment
10,5070,apartment
30,1800,room
3,3870,room
0,2070,room
0,12000,apartment
30,13770,room
14,5250,apartment
9,2100,apartment
0,900,room
0,1500,apartment
11,15000,apartment
2,6000,apartment
6,1950,room
13,2670,room
0,3600,apartment
0,3750,apartment
0,3360,apartment
6,5760,room
7,14850,room
14,29250,apartment
0,6000,apartment
13,6900,apartment
14,5250,apartment
13,5250,apartment
18,2700,apartment
29,2250,apartment
13,9000,apartment
6,3300,apartment
7,1170,room
10,4470,apartment
11,3300,apartment
0,1500,room
0,1740,room
2,4050,apartment
13,2250,room
11,4170,apartment
25,3150,apartment
0,3900,apartment
12,2400,apartment
0,5100,apartment
29,7500,apartment
5,2130,room
10,4500,apartment
0,6000,apartment
6,2700,apartment
4,1350,room
11,15000,apartment
26,14970,apartment
6,5850,apartment
8,2040,apartment
6,1680,apartment
9,5070,apartment
0,1500,apartment
28,3270,room
0,2970,apartment
13,3240,apartment
29,2670,apartment
28,2760,apartment
13,2250,room
15,4500,apartment
5,1050,room
0,4440,apartment
4,1650,room
13,2970,room
14,3000,room
21,20250,apartment
14,2100,apartment
24,4500,apartment
21,7500,apartment
7,1500,room
0,1950,room
13,3000,apartment
0,1950,room
5,8970,apartment
0,1770,room
28,8370,apartment
7,3900,apartment
29,5370,apartment
0,12900,apartment
29,7500,apartment
27,5550,apartment
0,2400,apartment
10,1470,room
27,8850,apartment
9,1470,room
0,2970,room
27,8940,apartment
8,3600,room
11,15000,apartment
0,18750,apartment
29,2250,room
0,2400,room
0,9330,room
1,10500,apartment
0,2760,apartment
9,28500,apartment
5,2670,apartment
0,4200,room
14,3000,apartment
14,2070,room
0,1500,room
27,5100,apartment
0,2250,room
0,3000,room
12,6870,apartment
20,4470,room
16,3450,apartment
29,2670,apartment
6,1470,room
10,7500,apartment
7,1950,apartment
29,2730,apartment
0,2070,apartment
13,29970,apartment
14,2970,apartment
0,1770,room
0,1140,room
0,2280,room
19,5970,apartment
0,3000,room
29,5550,apartment
0,7500,apartment
22,3330,apartment
12,2850,room
0,21450,apartment
2,3450,apartment
13,3270,room
0,2250,apartment
0,3570,apartment
0,2250,room
14,10500,apartment
21,2400,apartment
27,3660,apartment
3,2400,apartment
4,1500,room
28,5970,apartment
29,4500,apartment
14,1500,room
0,4500,room
0,5760,apartment
5,2400,apartment
7,4500,apartment
2,8400,apartment
0,9600,apartment
25,4500,apartment
13,8400,apartment
11,28500,apartment
28,7470,apartment
3,3000,apartment
0,1350,room
0,1500,room
11,3300,apartment
30,2850,room
6,2040,room
22,1800,room
0,4470,apartment
14,2250,room
23,5250,apartment
25,5250,apartment
30,1470,room
7,2130,apartment
13,3450,apartment
30,1470,room
10,4710,apartment
10,4470,apartment
7,4470,apartment
27,4170,apartment
0,2910,apartment
0,2970,apartment
13,24750,apartment
27,2250,room
0,1050,room
0,900,room
29,5250,apartment
12,1470,room
0,5970,apartment
0,1470,room
27,2550,apartment
13,2100,room
28,2220,apartment
28,7500,apartment
13,2250,room
25,2700,apartment
12,3180,apartment
0,2640,room
0,1950,apartment
0,2970,apartment
0,3000,apartment
0,8970,apartment
0,3750,apartment
29,3750,apartment
10,9000,apartment
4,1500,room
5,5400,apartment
0,4500,apartment
14,2070,room
29,5970,apartment
30,4950,apartment
1,4200,apartment
27,2250,apartment
6,2700,room
1,2370,room
9,5610,apartment
0,4470,apartment
5,1020,room
0,2550,room
3,3300,apartment
4,5100,apartment
4,1950,room
22,6750,apartment
5,3750,apartment
7,1500,room
26,3900,apartment
26,6900,apartment
16,14970,apartment
14,2100,room
0,3480,apartment
29,5100,apartment
28,5100,apartment
0,4500,apartment
9,1350,room
2,750,room
6,2250,room
14,1740,room
0,11610,apartment
7,1440,room
29,4770,apartment
0,1350,room
4,1500,room
29,1950,apartment
30,7170,apartment
30,1860,room
0,3750,room
9,2400,apartment
0,1800,room
3,5160,apartment
20,5370,apartment
0,1230,room
25,7500,apartment
23,18000,apartment
6,2370,room
24,1050,apartment
0,2700,apartment
27,3900,room
2,1170,room
24,8970,apartment
29,3570,apartment
5,3060,apartment
30,1260,room
22,1470,apartment
6,1170,room
0,1650,room
1,5400,apartment
6,3600,apartment
11,5250,apartment
23,5880,apartment
0,6000,apartment
0,12690,apartment
26,17880,apartment
27,9270,apartment
23,21270,apartment
3,5100,room
14,5490,apartment
6,1500,room
10,15000,apartment
30,13230,apartment
3,3900,room
1,1350,room
1,1350,room
0,2400,room
12,10020,apartment
5,9000,apartment
1,1350,room
7,4470,apartment
26,17850,apartment
0,7500,apartment
29,7740,apartment
0,4050,apartment
29,2370,apartment
0,2250,room
16,14970,apartment
27,2100,room
0,2700,room
2,5400,apartment
11,3870,apartment
30,69000,apartment
3,4050,apartment
5,2970,apartment
19,3270,apartment
18,4170,apartment
6,2760,apartment
0,1770,room
0,6900,apartment
0,6900,apartment
0,6900,apartment
0,6900,apartment
0,6900,apartment
0,6900,apartment
0,6900,apartment
0,6900,apartment
0,6900,apartment
12,1650,room
19,3150,apartment
7,2100,room
5,2070,apartment
14,2820,apartment
0,5850,apartment
14,2820,apartment
1,2070,apartment
19,3750,room
23,8370,apartment
30,1350,room
3,1650,room
5,1500,room
5,2370,room
30,2970,room
0,3300,room
21,4050,apartment
0,1800,room
11,2970,room
26,2850,apartment
8,2040,apartment
8,4200,apartment
14,2580,apartment
28,3960,apartment
5,3960,apartment
14,4680,apartment
29,5970,apartment
0,28500,room
28,1770,apartment
5,4200,apartment
14,4050,apartment
24,8970,apartment
19,4200,apartment
22,1530,room
22,2400,room
0,1590,room
27,29970,apartment
0,2700,room
23,2070,room
25,14850,apartment
24,3600,apartment
12,2850,apartment
13,1560,room
0,1350,room
6,2280,room
22,30420,apartment
20,41790,apartment
0,1950,room
30,1620,room
28,4590,apartment
6,5970,apartment
20,13470,apartment
0,13350,room
8,2550,room
6,9000,apartment
13,2250,apartment
0,3750,room
0,2400,apartment
0,2550,room
11,2550,apartment
28,3870,apartment
0,1350,room
6,1200,room
18,9000,apartment
0,8970,apartment
27,1950,room
5,7470,apartment
6,21450,apartment
0,1950,apartment
17,2700,apartment
26,18750,apartment
28,2370,apartment
19,6090,apartment
0,3570,room
17,12000,apartment
0,3000,apartment
23,16350,apartment
0,2820,apartment
10,8970,apartment
12,4770,apartment
10,11970,apartment
7,12450,apartment
12,1500,room
8,9750,apartment
23,36750,apartment
6,2250,room
3,3900,apartment
11,2850,apartment
17,10470,apartment
16,7470,apartment
18,3300,apartment
4,1800,apartment
14,3000,room
18,2970,apartment
0,9000,apartment
19,3990,apartment
6,4800,room
11,4950,apartment
30,3600,apartment
6,2250,apartment
16,4170,apartment
14,6000,apartment
14,2550,apartment
0,1770,room
6,4170,apartment
17,4560,apartment
24,3300,apartment
0,1050,room
8,3270,apartment
12,1350,room
29,3600,apartment
0,3540,apartment
4,2250,room
4,1800,room
13,2550,room
6,6000,apartment
22,2970,apartment
9,3570,apartment
22,2520,apartment
0,4740,apartment
13,1350,room
1,1770,apartment
27,4350,apartment
29,5250,apartment
6,1650,room
1,2550,room
13,3000,apartment
7,3750,room
11,2670,apartment
7,2970,room
5,5250,apartment
0,4110,apartment
0,3300,apartment
0,1950,room
19,2160,apartment
1,2250,apartment
0,2250,apartment
0,2550,apartment
0,2250,apartment
0,2250,apartment
0,2250,apartment
1,2250,apartment
0,1500,apartment
0,1500,apartment
0,2250,apartment
1,1500,apartment
6,3000,apartment
12,2940,apartment
0,8970,apartment
5,2760,apartment
12,4650,apartment
12,5100,apartment
20,22650,apartment
8,8430,apartment
29,2370,apartment
0,4500,room
6,4170,apartment
21,2550,apartment
22,6000,apartment
22,9000,apartment
0,4920,apartment
5,12750,apartment
7,3750,apartment
28,2370,apartment
25,7350,apartment
21,3270,apartment
23,4470,apartment
7,2850,apartment
29,8970,apartment
0,2250,apartment
7,5940,apartment
27,1230,room
14,2070,room
6,2550,room
13,6270,apartment
0,900,room
7,4170,apartment
0,3000,apartment
6,1500,room
5,8970,apartment
20,2670,apartment
21,2670,apartment
5,1770,apartment
0,9750,apartment
28,8370,apartment
15,3000,apartment
14,1680,room
22,43980,apartment
7,7950,apartment
23,4500,apartment
29,2370,apartment
0,3300,apartment
0,4800,apartment
0,4500,apartment
12,2700,apartment
0,1470,room
8,2700,apartment
5,7800,apartment
30,2850,room
6,9750,apartment
15,2970,apartment
14,1200,room
8,8250,apartment
16,5670,apartment
6,5340,apartment
6,5850,apartment
30,5700,apartment
3,5550,apartment
30,2850,room
0,3750,apartment
15,15000,apartment
30,7050,apartment
11,11970,apartment
29,1350,room
29,1770,apartment
0,1140,room
6,24000,apartment
10,3270,apartment
0,6600,apartment
23,3600,apartment
29,1350,room
0,1830,room
15,2400,apartment
22,1200,room
0,4170,apartment
3,2700,apartment
21,1650,room
0,1800,apartment
0,11100,apartment
29,9000,apartment
22,4500,apartment
11,4500,apartment
0,11970,room
26,16500,apartment
16,1920,room
30,3450,apartment
11,1050,room
30,6000,apartment
29,2550,room
0,3030,apartment
11,1560,room
0,1170,room
3,2550,apartment
26,7800,apartment
28,7740,apartment
11,3000,apartment
26,15030,apartment
14,2550,apartment
12,2850,apartment
0,1170,room
26,7500,apartment
8,1500,room
22,3000,apartment
3,4350,apartment
3,3750,apartment
0,9000,apartment
5,5970,apartment
0,2250,room
0,9750,apartment
27,5250,apartment
25,90000,apartment
29,5970,apartment
30,3480,apartment
0,510,room
12,2700,apartment
0,11970,apartment
5,10170,apartment
0,8250,apartment
28,4830,apartment
13,9000,apartment
4,1200,apartment
0,10500,apartment
21,6000,apartment
6,2850,apartment
0,2970,room
1,3660,apartment
28,7470,apartment
0,3600,apartment
14,1350,room
22,11850,apartment
14,13470,apartment
7,2490,apartment
0,3000,room
14,3750,room
1,5370,apartment
9,1950,room
7,1650,room
3,2250,room
